0.000E+00;1.562E-02;1;0
0.000E+00;1.562E-02;2;0
0.000E+00;1.562E-02;4;0
0.000E+00;1.562E-02;8;0
0.000E+00;1.562E-02;16;0
0.000E+00;1.562E-02;32;0
0.000E+00;1.562E-02;64;0
0.000E+00;3.125E-02;1;0
0.000E+00;3.125E-02;2;0
0.000E+00;3.125E-02;4;0
0.000E+00;3.125E-02;8;0
0.000E+00;3.125E-02;16;0
0.000E+00;3.125E-02;32;0
0.000E+00;3.125E-02;64;0
0.000E+00;6.250E-02;1;0
0.000E+00;6.250E-02;2;0
0.000E+00;6.250E-02;4;0
0.000E+00;6.250E-02;8;0
0.000E+00;6.250E-02;16;0
0.000E+00;6.250E-02;32;0
0.000E+00;6.250E-02;64;0
0.000E+00;1.250E-01;1;0
0.000E+00;1.250E-01;2;0
0.000E+00;1.250E-01;4;0
0.000E+00;1.250E-01;8;0
0.000E+00;1.250E-01;16;0
0.000E+00;1.250E-01;32;0
0.000E+00;1.250E-01;64;0
0.000E+00;2.500E-01;1;0
0.000E+00;2.500E-01;2;0
0.000E+00;2.500E-01;4;0
0.000E+00;2.500E-01;8;0
0.000E+00;2.500E-01;16;0
0.000E+00;2.500E-01;32;0
0.000E+00;2.500E-01;64;0
0.000E+00;5.000E-01;1;0
0.000E+00;5.000E-01;2;0
0.000E+00;5.000E-01;4;0
0.000E+00;5.000E-01;8;0
0.000E+00;5.000E-01;16;0
0.000E+00;5.000E-01;32;0
0.000E+00;5.000E-01;64;0
0.000E+00;1.000E+00;1;0
0.000E+00;1.000E+00;2;0
0.000E+00;1.000E+00;4;0
0.000E+00;1.000E+00;8;0
0.000E+00;1.000E+00;16;0
0.000E+00;1.000E+00;32;0
0.000E+00;1.000E+00;64;0
0.000E+00;2.000E+00;1;0
0.000E+00;2.000E+00;2;0
0.000E+00;2.000E+00;4;0
0.000E+00;2.000E+00;8;0
0.000E+00;2.000E+00;16;0
0.000E+00;2.000E+00;32;0
0.000E+00;2.000E+00;64;0
0.000E+00;4.000E+00;1;0
0.000E+00;4.000E+00;2;0
0.000E+00;4.000E+00;4;0
0.000E+00;4.000E+00;8;0
0.000E+00;4.000E+00;16;0
0.000E+00;4.000E+00;32;0
0.000E+00;4.000E+00;64;0
0.000E+00;8.000E+00;1;0
0.000E+00;8.000E+00;2;0
0.000E+00;8.000E+00;4;0
0.000E+00;8.000E+00;8;0
0.000E+00;8.000E+00;16;0
0.000E+00;8.000E+00;32;0
0.000E+00;8.000E+00;64;0
0.000E+00;1.600E+01;1;0
0.000E+00;1.600E+01;2;0
0.000E+00;1.600E+01;4;0
0.000E+00;1.600E+01;8;0
0.000E+00;1.600E+01;16;0
0.000E+00;1.600E+01;32;0
0.000E+00;1.600E+01;64;0
0.000E+00;3.200E+01;1;0
0.000E+00;3.200E+01;2;0
0.000E+00;3.200E+01;4;0
0.000E+00;3.200E+01;8;0
0.000E+00;3.200E+01;16;0
0.000E+00;3.200E+01;32;0
0.000E+00;3.200E+01;64;0
0.000E+00;6.400E+01;1;0
0.000E+00;6.400E+01;2;0
0.000E+00;6.400E+01;4;0
0.000E+00;6.400E+01;8;0
0.000E+00;6.400E+01;16;0
0.000E+00;6.400E+01;32;0
0.000E+00;6.400E+01;64;0
